Comment,Llama3.1 Not Fine Tuned output
People who played their natural Game remained unbeaten even today,Favor
Messi the goat,Favor
Messi the goat,Favor
RIP Maradona 1960-2020,Neutral
RIP Maradona 1960-2020,Neutral
The best goal is number 2,Favor
The best goal is number 2,Favor
"It's ""football"" ok? Not ""soccer"". Only the US or its allies call this ""soccer"".We the rest of the world call it ""football"".",Favor
"It's ""football"" ok? Not ""soccer"". Only the US or its allies call this ""soccer"".We the rest of the world call it ""football"".",Favor
What about #2?,Neutral
What about #2?,Neutral
and a lot of more goals,Favor
and a lot of more goals,Favor
The greatest ever,Favor
The greatest ever,Favor
"Maradona played with just left leg, what would he had done if he was be able to play with both ones?",Favor
"Maradona played with just left leg, what would he had done if he was be able to play with both ones?",Favor
"let me guess, this video was made by a Boca Junior fan?",Against
"let me guess, this video was made by a Boca Junior fan?",Against
We don't need watch what's number 1..we all know,Against
We don't need watch what's number 1..we all know,Against
"5:04 best goal everHe is the goat comparing the players after him.He has incredible skills, with speed, power, accuracy. Everything is under his control.It is amazing to see his dribbling, the ball looks far away from him but it is still under his control.He can control the ball close to him or a few more steps depending on his needs in dribbling past an opponent with high speed.",Favor
"5:04 best goal everHe is the goat comparing the players after him.He has incredible skills, with speed, power, accuracy. Everything is under his control.It is amazing to see his dribbling, the ball looks far away from him but it is still under his control.He can control the ball close to him or a few more steps depending on his needs in dribbling past an opponent with high speed.",Favor
You have a sense that he's very good from the voice of the commentators shouting his name,Favor
You have a sense that he's very good from the voice of the commentators shouting his name,Favor
Truly gifted footballer with God given talent.RIP Diego,Favor
Truly gifted footballer with God given talent.RIP Diego,Favor
Ironic that the no 1 goal of his was actually kicked by the German defender and not him,Against
Ironic that the no 1 goal of his was actually kicked by the German defender and not him,Against
A lot of them seem just luck.,Neutral
A lot of them seem just luck.,Neutral
Cocaine is a helluva drug.,Against
Cocaine is a helluva drug.,Against
solo guy to carry a whole nation on his shoulder is Beyond and Ludicrous! !! A statement made with Falkland wars !! Then beating the Germans in final !! JUST EPIC !!!,Against
solo guy to carry a whole nation on his shoulder is Beyond and Ludicrous! !! A statement made with Falkland wars !! Then beating the Germans in final !! JUST EPIC !!!,Against
The had some pretty resigned goalies back then.,Neutral
that accuracy in goals 13 and 10 are superhuman.,Favor
that accuracy in goals 13 and 10 are superhuman.,Favor
Lets not forget George best or pele,Neutral
Lets not forget George best or pele,Neutral
"His ""hand goal"" against England was the greatest FRAUD in fottball history.",Against
"His ""hand goal"" against England was the greatest FRAUD in fottball history.",Against
Football geniusGod of soccer,Against
Football geniusGod of soccer,Against
"He was incredible to watch, I am so blessed to have had an opportunity to watch him play. Goal #1 was magnificent, absolute legend.",Favor
"He was incredible to watch, I am so blessed to have had an opportunity to watch him play. Goal #1 was magnificent, absolute legend.",Favor
God I love Messi but Maradona was God. The best ever,Against
God I love Messi but Maradona was God. The best ever,Against
"#12,9 and 6 are pretty ordinary goals. #3 is historical goal but not legendary from a pure football lover's standpoint.",Against
"#12,9 and 6 are pretty ordinary goals. #3 is historical goal but not legendary from a pure football lover's standpoint.",Against
This compilation is hardly the best...many of these goals are relatively ordinary,Against
This compilation is hardly the best...many of these goals are relatively ordinary,Against
He was exceptional,Favor
He was exceptional,Favor
probably the greatest of all,Favor
probably the greatest of all,Favor
King of kings.,Favor
King of kings.,Favor
horrible music..crazy player,Against
horrible music..crazy player,Against
Leo Messi is better player.,Favor
Leo Messi is better player.,Favor
"Diego Armando Maradona !!! The greatest Soccer Player , for all Times",Favor
"Diego Armando Maradona !!! The greatest Soccer Player , for all Times",Favor
"Unfortunately he got himself ruined by false friends, condolences",Neutral
"Unfortunately he got himself ruined by false friends, condolences",Against
"Messi, Maradona and Romario are kings of the soccor.",Favor
"Messi, Maradona and Romario are kings of the soccor.",Favor
OK. Viva Sport Football Tippmix Full Wold./World's 2024.!!!!@.....,Neutral
"as long as football is , they all will been reminded the only player the best player of all time Diego Armando Maradona!!",Against
"as long as football is , they all will been reminded the only player the best player of all time Diego Armando Maradona!!",Favor
Great but goalkeepers are like puppets.,Against
Great but goalkeepers are like puppets.,Against
No. 10 jersey cant be worn by anyone until you are a legend in soccer like diego,Against
No. 10 jersey cant be worn by anyone until you are a legend in soccer like diego,Against
What a player brilliant,Favor
What a player brilliant,Favor
Crap music. Turned off after 20 seconds,Against
Crap music. Turned off after 20 seconds,Against
"Number 3 is not him, Its God.",Against
"Number 3 is not him, Its God.",Against
The best player on the World is Maradona,Favor
The best player on the World is Maradona,Against
Thank you Very Very super and beautiful post,Favor
Thank you Very Very super and beautiful post,Favor
"oh the second goal against England ,what the heck do you say about that?it flowed like nectar from the gods.until that day,we'd never seen anything like it.imagine being able to dribble past players at walking pace?until that world cup,I'd never even heard of him!",Against
"oh the second goal against England ,what the heck do you say about that?it flowed like nectar from the gods.until that day,we'd never seen anything like it.imagine being able to dribble past players at walking pace?until that world cup,I'd never even heard of him!",Against
"and Belgium 1986 were a great side but they were just blown away.he just intimidated them.he was enough to psychologically overpower england.england hadn't been brilliant but his reputation got on top of them and they froze in the first half.the goals against Belgium were just intricate genius.the flick on against Italy?(1-1?) was just from the mind of an expert.he made it look easy,simplistic and absolutely immaculate.imagine playing in the same team as him,at his peak!even the other great names would struggle to equal him!",Favor
"and Belgium 1986 were a great side but they were just blown away.he just intimidated them.he was enough to psychologically overpower england.england hadn't been brilliant but his reputation got on top of them and they froze in the first half.the goals against Belgium were just intricate genius.the flick on against Italy?(1-1?) was just from the mind of an expert.he made it look easy,simplistic and absolutely immaculate.imagine playing in the same team as him,at his peak!even the other great names would struggle to equal him!",Favor
Our world lost a legend.,Favor
Our world lost a legend.,Favor
THE BEST FOR ALL TIME EVER AND EVER,Favor
THE BEST FOR ALL TIME EVER AND EVER,Favor
Maradona was the best player the world has seen He is an unrepeatable legend,Favor
Maradona was the best player the world has seen He is an unrepeatable legend,Favor
100% his place is heaven,Favor
100% his place is heaven,Favor
How could you lay such unintelligent music on a video with such a fotball genius? A disgrace.,Against
How could you lay such unintelligent music on a video with such a fotball genius? A disgrace.,Against
"I have seen all the greats over the past 60 years, and no one comes close to this guy !",Favor
"I have seen all the greats over the past 60 years, and no one comes close to this guy !",Favor
"Goal number 2 should never have been allowed, it was clearly hand ball.",Against
"Goal number 2 should never have been allowed, it was clearly hand ball.",Against
Nowadays would not make that difference but his left foot was something different,Neutral
Nowadays would not make that difference but his left foot was something different,Neutral
He is the real goat HI WAS SO FUCKING GOOOD,Favor
He is the real goat HI WAS SO FUCKING GOOOD,Favor
The David Warner of football.,Against
The David Warner of football.,Against
Braight Star forever Deigo Maradona,Against
Braight Star forever Deigo Maradona,Against
The god of football.,Favor
The god of football.,Favor
bye maradounut hahaha,Neutral
bye maradounut hahaha,Neutral
"good player,bad personality, not good like r9,not even half of messi or cr7",Against
"idk the athletes in his era are so slow and unathletic... Messi is better in terms of skill, IQ and achievements...",Favor
"idk the athletes in his era are so slow and unathletic... Messi is better in terms of skill, IQ and achievements...",Against
rip the goat,Against
rip the goat,Against
He wasnt never a football player but a God of football,Favor
He wasnt never a football player but a God of football,Favor
The GOAT no debate,Favor
The GOAT no debate,Favor
Hes scored better goals liked to lob the keeper,Against
Hes scored better goals liked to lob the keeper,Against
"Nr. 13...I was a kid just behind that goal where he scored. An epic moment of magic. Simply unreal and out of this world. This video can not even come close to that felling that we, who were there, felt at this moment of pure genius. Thank you Diego, we will never forget you...",Favor
"Nr. 13...I was a kid just behind that goal where he scored. An epic moment of magic. Simply unreal and out of this world. This video can not even come close to that felling that we, who were there, felt at this moment of pure genius. Thank you Diego, we will never forget you...",Favor
the best over,Favor
the best over,Against
"THIS IS THE LIST OF GOAT OF ALL TIME, AND MAKE NO MISTAKE I HAVE WATHCED ALL PLAYERS IN THE LAST 45 YEARS.10- I GIVE TO GOD AND MARADONA. TALENTED LIKE NO OTHER IN THE UNIVERSE.9- I DONT GIVE TO NO ONE, BECAUSE NONE IS EVEN CLOSE THE 2 ABOVE, SO WHY 9?8- I GIVE TO PELE AND CR7- THE MOST DECISIVE PLAYERS AGTER MARADONA. PELE DECIDED MANY GAMES ALL BY HIMSELF, THE SAME WITH CR7- BOTH ARE ON THE TOP OF THE LIST.7.5- FENOMENO, ZZ, Johan Cruyff, Bekenbauer.7- THE REST : PLATINI, MESSI, RONALDINHO, ROMARIO, GERD MULLER, PAOLO ROSSI, Roberto Baggio, Franco Barezi PASARELLA, ZICO, SOCRATES, GARINCHA etc.Make no mistake I know football, thats my religion!",Favor
"THIS IS THE LIST OF GOAT OF ALL TIME, AND MAKE NO MISTAKE I HAVE WATHCED ALL PLAYERS IN THE LAST 45 YEARS.10- I GIVE TO GOD AND MARADONA. TALENTED LIKE NO OTHER IN THE UNIVERSE.9- I DONT GIVE TO NO ONE, BECAUSE NONE IS EVEN CLOSE THE 2 ABOVE, SO WHY 9?8- I GIVE TO PELE AND CR7- THE MOST DECISIVE PLAYERS AGTER MARADONA. PELE DECIDED MANY GAMES ALL BY HIMSELF, THE SAME WITH CR7- BOTH ARE ON THE TOP OF THE LIST.7.5- FENOMENO, ZZ, Johan Cruyff, Bekenbauer.7- THE REST : PLATINI, MESSI, RONALDINHO, ROMARIO, GERD MULLER, PAOLO ROSSI, Roberto Baggio, Franco Barezi PASARELLA, ZICO, SOCRATES, GARINCHA etc.Make no mistake I know football, thats my religion!",Favor
No team mates like Messi...No pitches like Messi...No help from referees like Messi...No help like Messi from anyone...No protection like Messi...No fxxkin arse lickers they do Messi...NO DISCIPLINE definitely like Messi...AND YET STILL THE GREATEST THERE EVER WAS IS AND EVER WILL BE...What does that say to you,Favor
No team mates like Messi...No pitches like Messi...No help from referees like Messi...No help like Messi from anyone...No protection like Messi...No fxxkin arse lickers they do Messi...NO DISCIPLINE definitely like Messi...AND YET STILL THE GREATEST THERE EVER WAS IS AND EVER WILL BE...What does that say to you,Favor
MaradonaMessi Pele Ronaldo,Favor
MaradonaMessi Pele Ronaldo,Favor
Football became crazy in south America because of maradona and Pele,Favor
Maradona is football legend that will never be repeated forever.,Favor
Greatest player the world has seen so far with the greatest goal ever.,Favor
Greatest player the world has seen so far with the greatest goal ever.,Favor
He was lucky that era. Weak defenders and goalkeepers. Basis tactics.,Against
He was lucky that era. Weak defenders and goalkeepers. Basis tactics.,Against
The God of Football,Favor
The God of Football,Favor
The God of Football,Favor
The God of Football,Favor
None of them are exciting except the number 1. All others are clear mistakes of goal keepers.,Against
None of them are exciting except the number 1. All others are clear mistakes of goal keepers.,Against
GOD HAND SHOOT,Against
GOD HAND SHOOT,Against
Simply the best player in history. No one will ever compare. Not even in a 1000 years!!!,Favor
Simply the best player in history. No one will ever compare. Not even in a 1000 years!!!,Favor
Maradona is a legend. Everybody knows him.,Favor
Maradona is a legend. Everybody knows him.,Favor
"I would say 13 is my favourite, he receives the ball, leaves player for dead then plays a perfect chipshot. Genius, bravo",Favor
"I would say 13 is my favourite, he receives the ball, leaves player for dead then plays a perfect chipshot. Genius, bravo",Favor
Quite a lot of bad goalkeeping back in the day,Against
Quite a lot of bad goalkeeping back in the day,Against
I think most of these goals can be handled by modern goal keepers,Neutral
I think most of these goals can be handled by modern goal keepers,Against
#2 was missing^^,Against
#2 was missing^^,Against
"Very innocent Maradona,Maradona was victimized by the violence of some people.",Neutral
"Very innocent Maradona,Maradona was victimized by the violence of some people.",Neutral
"I'm still a fan, but its quite obvious that 60% of it was because of the cocaine.",Against
"I'm still a fan, but its quite obvious that 60% of it was because of the cocaine.",Against
"What made Maradonna different, was his ability to go & get the ball & make it happen. My GOAT",Favor
"What made Maradonna different, was his ability to go & get the ball & make it happen. My GOAT",Favor
This was the time when players played for the love of the game now its just about money,Against
This was the time when players played for the love of the game now its just about money,Against
"In a World Cup final, if you had to pick between Maradona or Messi, who would you pick?I would pick Messi.",Favor
"In a World Cup final, if you had to pick between Maradona or Messi, who would you pick?I would pick Messi.",Favor
"Intelligent, left footed best player ever! But he knew football is an unfair game thats the reason he used his hand. Napolis Legend guide them the best years of their history. Simply magic. D.E.P",Favor
"Intelligent, left footed best player ever! But he knew football is an unfair game thats the reason he used his hand. Napolis Legend guide them the best years of their history. Simply magic. D.E.P",Favor
What he did to England a football loving nation where im from .humilated us a short time after a stupid war over an island that just was about Thatcher winning an election was epic than goong on to win the world cup bought well needed joy back to his people thats why messi cant say a word thats what makes hime ont one of the Greatest but the greatest,Against
What he did to England a football loving nation where im from .humilated us a short time after a stupid war over an island that just was about Thatcher winning an election was epic than goong on to win the world cup bought well needed joy back to his people thats why messi cant say a word thats what makes hime ont one of the Greatest but the greatest,Against
"Good, great, & awesome to the point that ""LEGEND"" best describes him? NO PROBLEM, I'll buy that. I respect that. Now, y'all gonna go as far as ""Greatest Ever""? WTF! Really? So Disrespectful...... to Brazil, to the KING himself & the World Wide Sport of Soccer. We is 6 days away from officially 1 year ago, since ""The King"", ""Sport's First Global Icon"", ""National Treasure"", ""Athlete of the Century"", ""Guinness World Record"" for most goals in the history of soccer etc....... Yeah, I rest my case. There again, that's just my opinion in regards to facts.",Against
"Good, great, & awesome to the point that ""LEGEND"" best describes him? NO PROBLEM, I'll buy that. I respect that. Now, y'all gonna go as far as ""Greatest Ever""? WTF! Really? So Disrespectful...... to Brazil, to the KING himself & the World Wide Sport of Soccer. We is 6 days away from officially 1 year ago, since ""The King"", ""Sport's First Global Icon"", ""National Treasure"", ""Athlete of the Century"", ""Guinness World Record"" for most goals in the history of soccer etc....... Yeah, I rest my case. There again, that's just my opinion in regards to facts.",Against
From greatest footballer to greatest junkie,Against
From greatest footballer to greatest junkie,Against
Coke head cheat,Against
Coke head cheat,Against
Maradona the one and only. Ive been watching him since 1986 hes the best single player of all time,Favor
Maradona the one and only. Ive been watching him since 1986 hes the best single player of all time,Favor
Music is terrible. Maradona is a god!,Against
Music is terrible. Maradona is a god!,Against
"If you love football then you must love Maradona. He did things we dreamt that we could as kids playing on the street. The football was his pen, brush and instrument.",Favor
"If you love football then you must love Maradona. He did things we dreamt that we could as kids playing on the street. The football was his pen, brush and instrument.",Favor
He was a CHEAT back in 1986......FACT,Against
He was a CHEAT back in 1986......FACT,Against
"I miss you, Diego!!! Imagine Diego playing in today's soccer with fairplay, awesome grass fields, proper nutrition, and no drugs......my god....what a player....",Favor
"I miss you, Diego!!! Imagine Diego playing in today's soccer with fairplay, awesome grass fields, proper nutrition, and no drugs......my god....what a player....",Favor
Only someone who says messi is the GOAT has clearly never seen this magician kick a ball,Against
Only someone who says messi is the GOAT has clearly never seen this magician kick a ball,Against
"His best goal was in a game Madrid-Barcelona, waiting the defense to hit the post. Memorable",Against
"His best goal was in a game Madrid-Barcelona, waiting the defense to hit the post. Memorable",Against
"Amazing, destroying everyone with just his left foot",Against
"Amazing, destroying everyone with just his left foot",Against
"Maradona, Pele, George Best what team.They playing in haven now.Maradona made me to love football twice. Thank you Diego for the magic.",Favor
"Maradona, Pele, George Best what team.They playing in haven now.Maradona made me to love football twice. Thank you Diego for the magic.",Favor
"Argentina, a wonderful player who never misses a beat. There for the world to admire the artist. that always display the high art of football",Favor
"Argentina, a wonderful player who never misses a beat. There for the world to admire the artist. that always display the high art of football",Favor
"That was ""Ankara Maradona""",Against
"That was ""Ankara Maradona""",Favor
"Some of his kicks look light, yet the ball just straight up flies. And bro, how did he even manage to be that accurate whenever he kicked the ball on the goal ?",Favor
"Some of his kicks look light, yet the ball just straight up flies. And bro, how did he even manage to be that accurate whenever he kicked the ball on the goal ?",Favor
"Great goals !Countdown not necessary, one replay is enough ;)",Favor
"Great goals !Countdown not necessary, one replay is enough ;)",Favor
"Impressive footage, but horrible and absolutely futile music.",Against
"Impressive footage, but horrible and absolutely futile music.",Against
goal number 13 barcelona vs zvezda in Belgrade. Never before and never since zvezda fans applauded an opposing player when he scored a goal.,Favor
goal number 13 barcelona vs zvezda in Belgrade. Never before and never since zvezda fans applauded an opposing player when he scored a goal.,Favor
Definitely not on messi or Ronaldos level not even Neymar,Against
Definitely not on messi or Ronaldos level not even Neymar,Against
number 20 is one of the best,Favor
number 20 is one of the best,Favor
#7 was the greatest,Favor
#7 was the greatest,Favor
Ronaldo 9 and Maradona are the best ever ever ever,Favor
Ronaldo 9 and Maradona are the best ever ever ever,Favor
roy wegerle goal v leeds is just as good as the no 1,Favor
roy wegerle goal v leeds is just as good as the no 1,Favor
Better than touching a football,Favor
Better than touching a football,Favor
I respect Maradona a lot .He is people emotion.But if you use your brain than you can understand Messi is better than Maradona.,Favor
I respect Maradona a lot .He is people emotion.But if you use your brain than you can understand Messi is better than Maradona.,Favor
We all knew what number 1 was gonna be,Favor
We all knew what number 1 was gonna be,Against
"Messi is better, but maradona is just magic. It is something you can't explain, it is about the faith and the vision. Forever the greatest",Against
"Messi is better, but maradona is just magic. It is something you can't explain, it is about the faith and the vision. Forever the greatest",Favor
There has to be a reason all the Argentinian left footers are so good.,Favor
There has to be a reason all the Argentinian left footers are so good.,Favor
Messi is better,Favor
Messi is better,Favor
Hes a legend but the first 5 or 6 keeper are literally sleeping,Against
Hes a legend but the first 5 or 6 keeper are literally sleeping,Against
"not even his best goals there! That's how great he was. There's the corner flag goals, the freekicks, the nutmegs..",Favor
"not even his best goals there! That's how great he was. There's the corner flag goals, the freekicks, the nutmegs..",Favor
A legend never dies,Favor
A legend never dies,Favor
Most dynamic player I've ever seen..,Favor
Most dynamic player I've ever seen..,Favor
I love Ronaldo but Maradona is my one of my still best because he a mid fielder and I am mid fielder too,Against
I love Ronaldo but Maradona is my one of my still best because he a mid fielder and I am mid fielder too,Against
This is first time listening Diego Maradona its his B-Day today so Happy Birthday to him!!!!!! 10/30/23,Neutral
This is first time listening Diego Maradona its his B-Day today so Happy Birthday to him!!!!!! 10/30/23,Neutral
He is one of the best but dont compare him to Messi and Ronaldo please,Against
He is one of the best but dont compare him to Messi and Ronaldo please,Against
The greatest in history,Neutral
The greatest in history,Favor
One of the greatest players. What about Pel(Edson Arantes do Nascimento). ? We have two at least!,Favor
Maradona is immortal forever,Favor
Maradona is immortal forever,Favor
Argentina is the best,Favor
Argentina is the best,Favor
"And don't forget he was even smaller/shorter than Messi 1'65 v 1'69cm. You have to be far more talented and superstrong just to make the ""A Team"" in any sport let alone be the world's No.1 for over a decade. Of course there's always the suspicion that the world's top sports pros and athletes use the best performance-enhancing concoctions they can get their hands on - some legal, some maybe not so much..Paul G",Against
"And don't forget he was even smaller/shorter than Messi 1'65 v 1'69cm. You have to be far more talented and superstrong just to make the ""A Team"" in any sport let alone be the world's No.1 for over a decade. Of course there's always the suspicion that the world's top sports pros and athletes use the best performance-enhancing concoctions they can get their hands on - some legal, some maybe not so much..Paul G",Against
He was born for football,Favor
He was born for football,Favor
The only goal he didn't score with his left foot was with his right hand!,Neutral
The only goal he didn't score with his left foot was with his right hand!,Neutral
Orlando bluesLight blue,Favor
Orlando bluesLight blue,Favor
"so, the second legendary goal by Maradona is scored by hand. he should've been a basketball player then",Against
"so, the second legendary goal by Maradona is scored by hand. he should've been a basketball player then",Against
Messi and Ronaldo were great but this guy was something even more special. Not just the skill but the vision!!,Favor
Messi and Ronaldo were great but this guy was something even more special. Not just the skill but the vision!!,Favor
I never thought his ending to be the way it had ended.,Against
I never thought his ending to be the way it had ended.,Against
I love Maradona but he was a very one-footed genius and number 3 on the list wasn't a goal.,Favor
I love Maradona but he was a very one-footed genius and number 3 on the list wasn't a goal.,Favor
The best/greatest player,Favor
The best/greatest player,Favor
Junkie and cheat. Undisputable truth.,Against
Junkie and cheat. Undisputable truth.,Against
"NOTHING, messi hasn't done, but I don't see maradona doing what messi does. Those are facts. Messi is the GOAT.",Favor
"NOTHING, messi hasn't done, but I don't see maradona doing what messi does. Those are facts. Messi is the GOAT.",Favor
THE KING FOREVER !!,Favor
THE KING FOREVER !!,Favor
He is the best player who kick the ball in the whole world he plays with his heart not his leg I was lucky to watch this phenomena since 1982 in the World Cup in Spain. Rest in peace Diego you gave us joy and passion while watching you,Favor
He is the best player who kick the ball in the whole world he plays with his heart not his leg I was lucky to watch this phenomena since 1982 in the World Cup in Spain. Rest in peace Diego you gave us joy and passion while watching you,Favor
Yall trippin Pele was the greatest ball player that ever lived,Against
Yall trippin Pele was the greatest ball player that ever lived,Against
Maradona was INFINITELY better 'n Messi.....,Against
You don't mind if you don't understand but what about Pin a pilot P lay,Favor
You don't mind if you don't understand but what about Pin a pilot P lay,Favor
According to Maradona himself...his best goal was one he made when he played for Argentinos Juniors vs Deportivo Pereira in 1980. Similar to the WC of MEX 86...but this one was even crazier as for each player he dribbled (5)...was left on the ground...and they stayed there on the ground to watch the magic of D10Shttps://www.youtube.com/watch?v=tcAx2ZPYRFk,Favor
According to Maradona himself...his best goal was one he made when he played for Argentinos Juniors vs Deportivo Pereira in 1980. Similar to the WC of MEX 86...but this one was even crazier as for each player he dribbled (5)...was left on the ground...and they stayed there on the ground to watch the magic of D10Shttps://www.youtube.com/watch?v=tcAx2ZPYRFk,Favor
Maradona has defying the laws of gravity. The illogical of his moves and skills *DA BEST EVER*,Favor
"He was not good footbaler,football is very bad at 80s only..",Against
"He was not good footbaler,football is very bad at 80s only..",Against
Music is horrible bruh,Against
Music is horrible bruh,Against
"Number 3, that was his infamous handball goal. Hardly a good goal, if one at all.",Against
"Number 3, that was his infamous handball goal. Hardly a good goal, if one at all.",Against
"He may be the best football player of his era, but RONALDO AND MESSI already scored much better than these goals. AND TO US, THESE DO NOT LOOK LIKE SUPER GOALS.",Against
"He may be the best football player of his era, but RONALDO AND MESSI already scored much better than these goals. AND TO US, THESE DO NOT LOOK LIKE SUPER GOALS.",Against
Miss you boss,Against
Miss you boss,Against
Totti was much stronnger,Against
Totti was much stronnger,Against
15. Keepers bin paid off,Favor
15. Keepers bin paid off,Favor
Bgm is not good,Against
Bgm is not good,Against
Theo best ever,Favor
Theo best ever,Favor
I don't like football. I really don't. But I used to watch the matches with Maradona because he was magical. And the match againt Brittain with the hand of God - I will never forget that one.,Against
I don't like football. I really don't. But I used to watch the matches with Maradona because he was magical. And the match againt Brittain with the hand of God - I will never forget that one.,Against
He is better than pele and all other player,Favor
He is better than pele and all other player,Favor
No 3 was not a legendary goal it was handball and cheating. It ruins the video because he was a mercurial player and every other goal was pure magic,Against
No 3 was not a legendary goal it was handball and cheating. It ruins the video because he was a mercurial player and every other goal was pure magic,Against
"yes wonderful, but they dont show the hundreds shot he missed...",Against
"yes wonderful, but they dont show the hundreds shot he missed...",Against
He is good but Messi is better,Against
He is good but Messi is better,Against
"This man was super player , he did things in football cant players today do it",Favor
"This man was super player , he did things in football cant players today do it",Favor
Hand of god,Against
Hand of god,Against
The legend football,Favor
The legend football,Favor
#14 should be in top 5,Favor
#14 should be in top 5,Favor
Amazing player. Id struggle to put a deliberate handball as a great goal and the screamer that was drug fuelled against Greece at the World Cup but you cannot say he was not an amazing player.,Favor
Amazing player. Id struggle to put a deliberate handball as a great goal and the screamer that was drug fuelled against Greece at the World Cup but you cannot say he was not an amazing player.,Favor
"2 things he taught that it takes art even to score a goal with your hand, and then he taught football in the same match against England.If Peter received the keys to paradise, Maradona received the keys to the football fields from Jesus.There are champions like Messi who win with the team and then there are Out of classMaradona is Out of classwho improves his team and has the gift of solving something that no one can solve.He doesn't need bank accounts or Golden Balls.need a ball or an orange and field,simply It's football personified",Favor
"2 things he taught that it takes art even to score a goal with your hand, and then he taught football in the same match against England.If Peter received the keys to paradise, Maradona received the keys to the football fields from Jesus.There are champions like Messi who win with the team and then there are Out of classMaradona is Out of classwho improves his team and has the gift of solving something that no one can solve.He doesn't need bank accounts or Golden Balls.need a ball or an orange and field,simply It's football personified",Favor
May the Lord have mercy on your beautiful soul..what a wonderful and an amazing talent the Lord given him..I hope and pray it earned him to be in the kingdom of our Lord.. that's the utmost prize of all time..amen,Favor
May the Lord have mercy on your beautiful soul..what a wonderful and an amazing talent the Lord given him..I hope and pray it earned him to be in the kingdom of our Lord.. that's the utmost prize of all time..amen,Favor
He is best,Favor
He is best,Favor
God of Football,Favor
God of Football,Favor
2 is hand of god,Against
"GENIUS - With the hand a God, and a massive coke dealer, but a genius",Favor
"GENIUS - With the hand a God, and a massive coke dealer, but a genius",Favor
This did. less to highlight how brilliant Maradona was and more to highlight how piss poor the defending and goalkeeping was. My God thats Sunday league shit,Against
This did. less to highlight how brilliant Maradona was and more to highlight how piss poor the defending and goalkeeping was. My God thats Sunday league shit,Against
I gotta be honest look at how poor the defending and keeping is tho,Against
I gotta be honest look at how poor the defending and keeping is tho,Against
Apart from maradona having decent control of the ball all i took away from this video is the fsct that all defenders back then were absolutely shocking,Against
Apart from maradona having decent control of the ball all i took away from this video is the fsct that all defenders back then were absolutely shocking,Against
Why be goat when you can be god.,Against
Why be goat when you can be god.,Favor
First love of football greatest of all time,Against
First love of football greatest of all time,Against
When I see this I respect Messi more... The GOAT always gives his team mates a chance to score rather than by himself..,Favor
When I see this I respect Messi more... The GOAT always gives his team mates a chance to score rather than by himself..,Favor
Great player I think u missed Napoli Fiorentina goal where he dribbled even more players than in the goal against England,Favor
Great player I think u missed Napoli Fiorentina goal where he dribbled even more players than in the goal against England,Favor
Played this good whilst taking a performance dibilitating drug!,Against
Played this good whilst taking a performance dibilitating drug!,Against
GOD OF FOOTBALL,Favor
GOD OF FOOTBALL,Favor
Goalkeepers all on beginner difficulty,Neutral
Goalkeepers all on beginner difficulty,Neutral
Best goal is #4,Favor
Best goal is #4,Favor
Maradona>>>>>>>peleBro really had that chip game,Against
Maradona>>>>>>>peleBro really had that chip game,Against
Goal no 1 to 7 are super goals,Favor
Goal no 1 to 7 are super goals,Favor
The defenders seem so surprised he would always go to his left side,Against
The defenders seem so surprised he would always go to his left side,Against
I've never seen any football player that had the type of presence that Maradona had.,Neutral
I've never seen any football player that had the type of presence that Maradona had.,Against
#12 he had to readjust to shoot an open goal with his main foot.. 2:13,Against
#12 he had to readjust to shoot an open goal with his main foot.. 2:13,Neutral
Maradona never form remember . ..we love Maradona.,Favor
Maradona never form remember . ..we love Maradona.,Favor
God of footbal,Favor
God of footbal,Favor
Robert carlos love me,Favor
Robert carlos love me,Favor
Mardona we need you 2023,Against
Mardona we need you 2023,Against
The hand of god is not a gol,Against
The hand of god is not a gol,Against
