Comment,Llama3.1 Not Fine Tuned Output
Football matches were more intense during this period,Against
Am I the only one who saw that brutal kick to the stomach of the Ghanian player when he shot the header Suarez caught?,Against
It should be declared a goal,Favor
"Suarez a very talented player, a showman but a s.o.a.b.  as well",Against
"He could save that by his head also but Suarez being Suarez, likes the controversies.. 😉👍",Against
"2:43 suarez and his teeths
Also, thst other team should have got 1 goal because of that hand ball",Against
"The plain exchange epidemiologically refuse because ground collectively hammer next a labored cheek. verdant, delicate encyclopedia",Neutral
3:40 THIS OFFICIATING WAS SOO POOR AT THE TIME THE BALL WAS IN THE AIR BUT ADIYEAH FRM GHANA LOOK IT HAPPENED IN THE 18YARD ...THE BLACKSTARS FACED BAD OFFICIATING.,Against
Still hurts till this day.,Against
very smart from him,Favor
This is was so heartbreaking,Against
"The bashful fiction simplistically close because beet astonishingly fax plus a cooing plywood. garrulous, soft fear",Neutral
Diego maradona see it and laughs 🤣🤣🤣🤣🤣,Favor
"This is the best soccer game ever. Ghana got robbed by that cheat, Suarez",Against
"The amount of dumb people in the comments... He got punished for this by getting red card, Ghana lost only because of wasted penalty.",Against
That was a brilliant save Smh,Favor
Suarez got them into the semi finals,Favor
That bicycle kick by Uruguay player at the header 2:23. Must have hurt him...ouch😬,Against
"The tan board worryingly fetch because explanation intrahepatically balance plus a gaudy colt. abusive, needless church",Against
Suarez at 2:44 😂😂😂🤣🤣🤣😃😃😃😄😃😄😃🤓😜🙉🙉🙉👏🏽,Against
Cheater cheater pumpkin eater😒,Against
Suarez has ruined the spirit of the game,Against
I am just gonna say ghana has been robbed.,Against
"If you look at how Suarez is positioned, I feel like he would've headed it out if danger anyways, but in the heat of the moment he used his hands. That's why I think Uruguay deserved to go through.",Against
"Ghana : Eh we Got free penalty kick 
Saurez : So you have chosen death",Against
"There are 2 player which Ghana's fans really hate to, Luis Suarez and Asamoah Gyan",Against
2:06 Neymar - Finally a worthy opponent,Against
That’s high iq tho no cap,Favor
"He didn't injure or hurt anybody, I would have done the same thing in his position",Favor
Suarez is real Warrior and the best striker of the last decade .,Favor
hacete mete el pingo luis suarez,Against
This video sums up the vile disgusting corrupt sport that is soccer. No other sport praises cheating,Against
Loved this match was so entertaining,Favor
The dirtiest moment in the history of football 😂 Poor Ghana,Against
the black stars?,Neutral
"The super swing anteriorly strap because sugar subcellularly sparkle notwithstanding a rare felony. needy, quixotic fox",Neutral
"To get a handball off the line, then miss the resulting penalty, then lose the shootout due to a penenka... insult to injury",Against
What a team ❤ africa proud of Ghana ❤ from algeria 🇩🇿🇬🇭,Favor
"Si Al Grito!!! Por que NO se hace por homofobia, quién lo está haciendo ver por homofobia es la FIFA y los borregos, Intransigente es lo que está siendo la FIFA y el Mercenario de Infantino 👎👎👎👎",Against
Suarez didn't cheat. He made a strategic foul. Players constantly make strategic fouls when it's in their interests.,Favor
"Suarez and Uruguay was punished properly according to the rules of football for that handball. Ghana wasn't cheated. Had that Ghana player not missed that penalty, nobody would have called it unfair to Ghana.",Against
Worst moment in football history,Against
Lets not forget the guy in front of Suarez who did his absolute best to stick his hand to stop the ball as well 2:24,Against
Best ever math ever 2021...🤗🤗🤗,Favor
Fun fact : suarez has more saves than de gea after his 18/19 season,Against
"Its not enough to be patriotic, you should win fair and square. I still believe Fifa should change rules, on resorting to a penalty kick for balls clearly heading into the net (like this example) which opponent field players stop with the hands hoping the resulting penalty kick will be missed. With the help of VAR, referees should be assisted with this. And games will be even more fair and improved.
 Asamoah Gyan messed up for not scoring it but penalty kick is not a truly fair and appropriate resort.",Against
I have tromendous respect for you Luis Suarez by Steve Irungu Jermaine,Favor
"Win at all cost, that's the mentality we want",Favor
"The chemical care beautifully want because brand tellingly soak failing a silent hourglass. tranquil, gaudy tie",Neutral
"Neymar and Suarez, two of the most dirtiest players in the world",Against
But After that Ghana missed the opportunity of Penalty 🤦‍♂️🤦‍♂️,Against
They should make a handball in the box an automatic goal just for what Suarez did.,Against
Forlan - Cavani - Suarez. South American teams never run out of world class striker.,Favor
"Yeah let’s all avoid the robbery that the foul that originated the whole play was. No one ever mentions that, not even fifa.",Against
Everybody talking about suarez but the number 4 was about to do the same,Against
What a heartbreaker for Ghana ..... There isn't a worse loss you can take for fans. Could you imagine your team losing like that? Wow,Against
His hardwork didn't go wasted though but imagine how desperate the people of Ghana would be and i feel they still curse Suarez after all those years,Against
Suarez in that moment hi released hi is the keeper,Against
It reminded me maradona which scored goal to England with his hand .,Against
I still like his commitment to the team man does everything for his country to win,Favor
Goal and red card both should be given in such case where the ball was obviously gonna go in.,Favor
Its barely 5 seconds and I am already laughing 🤣,Neutral
This cheating of Suarez will be remembered forever for not letting an African nation entering in the last four of a FIFA world cup,Against
"Don't hate the player, hate the game",Against
"At 2:14 Ghana player no. 10 was offside, with VAR it wouldn' be penalty.",Against
That was  heroic,Favor
"There's no ""moment of madness"" here. Suarez had a split second decision to make, let it go in  and go crashing out of the world cup or blatantly handball it.",Against
"Man, that suarez BS should have been marked a goal. Rules should change, if the ball is obviously in a goal trajectory and there's intentional intervention, goal should count, player should be red carded 🛑",Against
I will never forget this match I cried my heart out yet I wasn’t from Ghana 🇬🇭 from pure heart of Uganda 🇺🇬,Neutral
"An injustice, that should have been counted as a goal by the referee instead of awarding a penalty.",Against
"El loco con la panenka y lo mete jajaja. Grande Suarez, Loco Abreu, Forlan, Cavani y Muslera.",Against
"""he was a player determined to win at all cost""

more like he was a player determined to cheat, and biting off others",Against
This world cup was something else ❤️,Neutral
breaks my heart to see ghana miss the penalty but on the other hand suarez reaction is hilarious,Favor
Diego Forlan was a beast so underrated!!!,Favor
They should just allow things like that as automatic goals,Against
Aise hand ball ko direct goal kar dena chahiye,Against
Imagine Suarez going to Ghana for a friendlies,Against
"If you look at closely, suarez did a double save and also Ghanian players were celebrating after suarez red card.",Against
FIFA &UEFA=Mafia 🖕🖕🖕,Against
How can you find this heroic from Suarez ? This is evil and unsportsmanlike. They deserved the win.,Against
"The player who head the ball got double bicycle kick, just realize after 10 years",Favor
That was a risky gamble Suarez had to take,Against
Suarez don't deserve to be a player,Against
"Where there is something cool and unusual, there are hundreds of fans soyjaking about ""THE BEAUTIFUL GAME""",Favor
The most talent and trash player.,Against
"Can relate to Ghana's pain as an Ireland fan as Thierry Henry handballed it when France scored in a playoff for the world cup 2010 against us, stopping us from qualifying for the World Cup",Against
Most unsympathetic player 😅,Against
That should have directly been given goal no penalty was needed.,Against
"Fifa tv u shouldn't be encouraging cheating!
Suarez the cheating b*****",Against
That's what a hero will do,Favor
"That’s not madness, that’s smartness 🤣",Favor
"Everyone should check the play that lead to the free kick -the Uruguay player didn’t touch the offensive player and the ref called foul. And he’s Suarez used his hand , got a red , and Ghana player missed penalty .",Against
Fifa defending Suarez and saying his competitive impulse shined through... needless to say FIFA is just as filthy as that Suarez player.,Against
I remember when he bit someone in 2014,Against
Why fifa not changging rules after this?,Against
Ghana is even worse than England at penalties !,Against
This kind of thing decreases the beauty of football,Against
Oh the day I began to hate Suarez 😭😡,Against
That was not a dirty play. Suarez got sent off and Ghana still have to take a penalty. It would be a dirty play if Suarez stays at the game and Ghana didn't shoot a penalty kick,Favor
One of the most disgraceful moment in the World Cup.,Against
Every time I watch this.. I hate Suarez more and more 😠,Against
Suarez you’re a cheat and I hope Uruguay get relegated,Against
Suares want to become  gollkeeper!!!😂😂😉😆👍👇👍⚽🥅🥅,Against
Unlucky Ghana 🇬🇭  from 🇳🇬,Against
Suarez should never come back to africa,Against
Suarez should never come back to africa,Against
Couldnt he just hit the ball with his head,Against
A true patriot 😂😂,Favor
the ref should’ve given ghana that goal,Against
EVERYONE IGNORES FORLAN !!!!!!!!! THE HERO OF WC 2010,Against
"I don't get why people get so angry at this. If I was in place of Suarez and it was to save my country from conceding a goal I'd also do it. 

He even got a proper punishment for it (Red card). Ghana should've practised penalties. It's not Suarez's fault that they missed their pens.",Favor
But Forlan was hero for Uruguay 🇺🇾 that’s for sure 2010 cup,Against
Cavani Suarez Forland may be better than messi Neymar Suarez,Favor
Players like suarez should be banned for life and Ghana you did play the finest game ever.,Against
"La mano de Suárez - 2010
La mordida de Suárez - 2014
Épico Suárez",Favor
Saurez suppose to be the goalkeeper,Against
Hey FIFA next time a goal is going to be so obvious just allow it and don’t lower the chances to be a goal by penalty,Favor
"""Suarez had single-handedly guided his team through to a penalty shootout."" More like double-handedly by the looks of it.",Favor
Uruguay: cheaters and racists.,Against
"I don't get why people glorify this. This was a showing of extremely poor sportsmanship, and while I appreciate Suárez' skill as a player and determination as a competitor, I have nothing but complete and utter disgust at this handball. Ghana should have won.",Against
"The dispensable road phylogentically store because rifle canonically joke worth a previous partner. little, perfect reindeer",Neutral
I watch this on My Tv and Till date i Dont have intrest in watching gootball but after this incident i am fan of squarez and football.,Favor
"Man- the passion is what this sports all about. Suarez & the other guy willing to be goalkeepers to save the team. At that stage in the game- u dont plan this, its just ur instincts taking over & that shows how much badly they wanted it",Favor
"Suarez made the right move. Take a red card to save his team. Look, I was rooting for Ghana here, but what works, works.",Favor
Happiest guy in the world after recieving a red card,Against
"The amusing parade assembly transport because jury phenomenologically store within a near drop. likeable, cooing refund",Neutral
A hero in my books.. 😙😙😙,Favor
Moral of the video : the Nat Geo narrator start to work Fifa...,Neutral
is this the narrator from kurzgesagt?,Neutral
I’ll never forgive Suarez for doing this. Complete human  trash,Against
🤣🤣🤣 this is too funny man.. He deadass did that,Favor
So bad fifa is supporting,Against
I hate saurez for this and the racist behaviour in epl,Against
"Moment of madness? The little cheat got his country through to the next round, as intended",Against
never give up,Favor
"The shivering slice morally behave because ice ordinarily applaud than a loutish oboe. voiceless, endurable cultivator",Neutral
Suarez = Thanos in Football,Against
I would've done the same thing. In a stage that crucial that late in the game there are no easy points,Neutral
Sometimes a handball can win you a game.. unfortunate for ghana,Against
"The giant exchange significantly preserve because pyramid namely trip amid a smiling receipt. observant, harsh millimeter",Neutral
Worst player ever 🐶dogi,Against
"The overjoyed competition grossly fade because guide surely train past a supreme sweets. uptight, hospitable hardhat",Neutral
I was in Uruguay when that happened. Jeez that was quite the night lol,Neutral
He couldve saved that ball without using his hands tho...,Against
"Two uruguayan should get the red card,  one got rest for illegal atempt also  you should find  😀😀😀",Against
Black star?isnt that racisim?,Against
"The protective mouse aesthetically frighten because rod evolutionarily tumble opposite a miscreant interest. endurable, puny ukrainian",Neutral
Who is the commentator?,Irrelevant
2:48 very true,Favor
Luis Suarez is the unsung hero in this game not the villain.,Favor
handball isnt ilegal its just u get sent off and not play a game or two but he saved his team as much as i dont like suarez he didnt do anything wrong,Favor
"The unused quilt morally clip because scanner partly hand onto a tan spandex. clear, dapper pancreas",Neutral
"The stormy grey recently telephone because polish synthetically sign afore a productive plow. berserk, secret garden",Neutral
"As the world cup comes only after 4 years, Suarez should have been banned for atleast 4years...",Against
"Glorifying this bad sportsmanship is horrendous.
He has turned out to be a great player,but he should take the shame to his grave",Against
The black stars ✨ 😭,Against
Sacrifice himself for his country😅😅😅😅,Favor
Why does the guy of this video keep saying the black stars ???,Against
Me after the handball: that one their was a violation and personality I wouldn’t have it,Against
The goal should have been awarded. Why would Ghana need to take chance. There should be a goal award for cases like this.,Favor
Then the Dutch beat uruguay anyway,Against
Just saved pen in training.,Neutral
He could have headed the ball,Against
Ghana unlucky. Suarez succeed.,Against
"What ever he did,what counts is that they won
His effort and celebration seemed heroic to me.",Favor
It is not moment of madness. It is moment of wisdom and cleverness at its best.,Favor
Actually ghana where in semi final thats Sad😓,Against
That's a goal...poor Ghana...poor piece of judgement by FIFA...you have deprived not only a nation ...you have deprived all the poor nations of this world whose fight against developed countries will continue....✊✊✊✊✊✊✊✊✊✊✊,Against
I would not go there even if they payed me.,Against
"Suarez realising after this he won't be able to play on the semi final: I won, but at what cost",Against
"wHY DONT YOU PUT, THE PART WHEN THE GHANA PLAYERS ANTICIPATING THE WIN, AND LOSS THE PENAL, THAT HAPPEND FOR HAUGHTINESS",Against
He did nothing wrong he just thought it was volleyball game,Neutral
This is why we all love Suarez,Favor
"What Suarez did was so dirty..
Still Ghana can't use him as an excuse, they digged their own grave. Missing penalties.",Against
Competitive impulse 😎😎nice word for cheating,Against
"The next pollution lally shave because chair intriguingly terrify a a high-pitched sister-in-law. unwieldy, dry luttuce",Neutral
remove random crit,Against
He is actually saying black stars whenever he describes Ghana. I mean that has to be racist.,Against
"The sore structure secondarily chew because frame conversantly provide down a royal math. voiceless, calm coke",Neutral
Diego Forlan man,Against
Je n'oublierai jamais ce match 😔,Neutral
he cant get a red card for that it wasnt physical,Against
"The vast snowplow nearly rely because touch echographically introduce past a godly plywood. adventurous, military fork",Neutral
I never respected Suarez ever & after that I lost even more respect for him… disgusting person & disgusting sportsman!,Against
"EVERYONE should do what Suarez did. It's not like he wasn't immediately punished for it. The rules of the game were followed flawlessly. It's not like he tried to conceal the handball. It was totally blatant and obvious (he should have caught the ball and kicked it out of the field of play, frankly; he's going get sent off one way or another). The fact that Ghana couldn't put the penalty away doesn't mean anything unjust happened.",Favor
"I remember having a drink with friends watching this, it was brilliant. Next day suarez said he made the save of the tournament",Favor
"The funniest thing to me is that he coudl have easily headed that ball lol, but I suppose he wanted to make 100% sure",Favor
The red card was worth it to win at the end.,Favor
Ghana's team at that time proved that they were the worst penalty kick takers. From Gyan's crucial penalty kick to penalty shootout.,Against
Fifa should have introduced penalty goal at least after this incident,Against
We all have to admit that forlan was a magician,Favor
Plot Twist Football,Against
Wow Suarez come back after he win la liga.,Against
What this video doesn’t show you is that the penalty kick right after that hand ball actually went in twice... each time the ref did not approve it until the third shot which hit the cross bar.,Against
"Suarez to the player infront of him,""You had only one task to do....😁😁""",Against
Those Uruguay kits were so sexy,Against
He could of stopped it with his head,Against
It's was all for nothing since Uruguay lost the semi final 2-3 against Netherlands,Against
Soy Argentino pero este video me dio piel de gallina,Against
Ghana should blame Gyan for missing the penalty lol,Against
It is the habit of Uruguay to make other nations cry.,Against
"I have seen this live in 2010, this was one of the unfairest moments in football history because Ghana was simply betrayed by one man, that doesn't care about playing fair football at all. I couldn't believe my eyes, still can't watch the whole video because it makes me mad",Against
Here after Suarez wins La Liga with Atletico,Against
"Suarez win Laliga with Atletico
Yt recommend: Suarez at 2010",Favor
I respect it. You do whatever you can for your country,Neutral
"Seeing this live (but noticed the handball at replay only) I thought ""man, that is actually smart, wouldn't have thought about that"". 
But look at no 13. Becoming a spectator to all that was unfolding and desperately trying to imaginatively kick the ball away. 
No 6 tries to bicycle kick the ball away, but kicks the Ghana player instead. No 19 goes kung-fu. The other player on the goal line tried to stop it with his hands. 
They were all set up to win it.",Against
Jabulani was ridiculous. None of the two gols would have happened with a regular ball.,Against
I don't get it... How can the goal not count? A red card and a goalkick does obviously not suffice for what was a guaranteed goal had Suaréz not cheated.,Against
639 Ghana fans,Favor
Ghana getting cheated in 2010 🤝 Mexico getting cheated in 2014,Favor
I am sed for ghana they almost win this match,Against
"Shouldn’t gyan be given some of the blame. He had a chance to send Ghana through and yet he must’ve been watching too much F2 because he hit the bar. Suarez’s handball was punished, so gyan took the pen and missed.",Against
0:01 the little boy is smiling 😹,Neutral
The narrator's voice is probably every YouTube commenter inner narrator voice,Favor
I would've done it too,Favor
Loco Abreu de cavadinha,Against
I just realized that he could of header it.,Against
"0:47 ""black stars"" why though...",Neutral
"For anyone who doesn't follow football, ""Black Stars"" is an official nickname.",Neutral
He is the shame of football,Against
If these were neighboring countries then there would of been war. Just like Honduras and El Salvador 😂,Against
I love Uruguay.,Favor
Everybody loves Suarez,Favor
"I actually hate Suarez for this, he cheated. Though he was trying to save his country from losing but cheating is cheating.",Against
Is he same one from that economy channel,Against
"Referee shows red 
Suarez who me 😂",Against
Wow this asomoah gyan was playing for isl in northeast United so glad to have a world cup player,Favor
He literally guided them to penalty SINGLE handedly 😂,Favor
"2:22 if you can't kick the ball, just kick the one with it.",Against
Both suarez and the other guy went for the hands incredible,Neutral
Fun Fact : Suarez is the Future Maradona,Favor
Player of the match : suarez,Against
Feel horrible for Ghana.,Favor
"first of all 2:06, this was a dive, and second suarez could have saved by the head easily",Against
"golden glove winner of 2010 anounced, luis suarez",Against
That's why lots of people hate Suarez,Against
"I feel sorry for Ghana 
Like if you also feel too
👇👇👇",Favor
One of the most disgraceful days in the history of the sport. And Suarez is by far one of the biggest douches to play the game.,Against
3:22 look at jesus. 🤣,Neutral
He could have easily headed the ball..,Against
"And how exactly does this qualify for “madness”?

Perfectly rational choice that actually paid off",Neutral
The narrator is so dramatic,Against
Luis Suarez Moments of madness has many volumes.,Against
"Shouldve been automatical goal, feel so bad for ghana ;(",Against
"Hopefully there VAR ,this man was a geat actor that referee's believe him",Favor
Hey guys its not Suarez fault he did it for his country at least asamoah gyan got a penalty but he missed it,Favor
Shamelessness at its peak... luis suarez,Against
It was such a smart play,Favor
The free kick that Africa got that Suarez did that handball wasn’t even a foul the man wasn’t even near him,Against
The World Cup was rigged,Against
This should be a goal as a penalty is not justice,Against
"Everybody talks about Suarez handball for sure, but nobody mentioned the heroic legitimate save by Suarez also second before that. 2:15",Favor
Suarez the man that denied Africa a place in a world cup Semi Final. GYAN was just a host.,Against
Mors tua Vita mea.,Against
Suarez denied Ghana for real... He blocked their 2 attempts... First with his leg.. Second with his hand lol this broke my heart yet it's one of those interesting stories one would tell his children in years to come about the 2010 Fifa World Cup Edition,Against
"What do you mean by Black star.... Racist...
You could have called them African star",Against
Basura !🤮cobarde! All for what !?,Against
I don't like the narrative that's used here. How is someone a hero who plays unfair and takes the win from the other team with a move that's against the rules? I can't see why FIFA should be supporting that.,Against
imagine giyan scored the penalty. would have been amazing,Neutral
Jesus loves you please come back,Favor
Wow FIFA TV endorsing cheating. Well its FIFA after all..,Against
This video is emotional,Neutral
"I was told gyan was told not to take the penalty due to the pressure but because of fame and being in front of thousands of african fans, he couldnt refuse so he insisted and he missed :/",Against
Great job suarez!!!,Favor
"Was I the only thinking: 
Couldn’t he have just headed it?",Against
"For his country.
He's a hero.",Favor
More like moments of disgrace. How disgusting was that handball,Against
He’s an embarrassment,Against
It is all Ghana's fault if they scored that penalty it could have been over,Against
"Ghana represented the whole of Africa on that day. I remember watching in my home in Nigeria with my family and family-friends, everyone in Nigeria was a Ghanaian on that day 😂. 

8 year old me in 2010 cried blood after the match 😭💔",Against
"Luis Alberto Suárez with one of the most historical hands in all the history of football. The ones who want justice, go and study law, el fútbol es para los vivos.",Against
El Loco Abreu put the cherry on the cake!,Favor
Goal should have been awarded based on the fact that it was going in had it not been illegally stopped. But then again sport is not always fair. Rule change possibilities on that one. Even if it is just for handball clearance of the line.,Favor
Saddest 2010 World Cup match,Against
His sacrifice wasn't a waste,Favor
"We all know Ghana would've won if Suarez didn't commit one of the deadliest sins of football. It would've been a goal, and I think that it's shameful that there isn't a rule in place that guarantees a goal when a player uses his hands on the goal line.",Against
"2:05 Ghana player literally trips by himself
Refs: THATS FREE KICK!",Against
2:12 You're waiting for this,Neutral
Football is a cruel game,Against
It wasn't Suarez it was Forlan what a goal nobody talking about his free kick. If he didn't score job already done.,Against
Literally cheated and this video makes him out to be some kind of hero???,Against
The best team Ghana had in history,Favor
"U gotta give it to him, serial winner",Favor
"Man I feel so sorry for Ghana and all their players, They deserved to win",Against
Luis Suarez is utterly classless,Against
Football needs to have a feature like penalty tries in rugby to stop players doing stuff like this.,Against
"So this was the match when Suarez became ""The Most Hated Player in African (Ghana) History.."" 😂😂",Against
"Tbf as an African i hate suarez, all of Africa hates the racist,  but ghana had their chance and missed 3 penalties so they didn't deserve anything really",Against
The penalty should’ve been retaken. Some Uruguayan players went inside the penalty box before the shot,Against
"But he did get sent off and ghana missed the pen. Clever move by luis, sacrificed himself for the team.",Favor
"Love to see haters !!! And you know what I love the most , wacth how stadiums get silence ! You wouldn't understand! You are Basic ! 😅😅😅😅",Against
Thats why uruguay won't win another world cup,Against
"The sad part of this he killed a dream of an entire continent, All Africa wanted Ghana to make it to the 1/2 finals.",Against
Vrithiketta patti. Avan pay pidichu chaagum. 😡🤬,Against
Alternate title: Luis Suarez becomes the 2nd Muslera for 2 seconds,Favor
Diego Maradona score a goal with his hand. Oh you had forgotten about it. Eh,Against
There has to be a rule against this kind of shithousery. Something like the penalty try rule we have in rugby. I was super happy for Uruguay tho 😅 🇦🇷🇺🇾,Against
Suarez crushed so many african dreams.. absolutely criminal,Against
2:58 such a perfectly placed penalty,Favor
"A penalty is an inadequate punishment for preventing a goal by deliberate handball.
The ball should be placed on the goal line after stopping play,and a player from the 
disadvantaged team should kick it in the net over a colleagues boot.
An award of an indirect free kick like this would guarantee a goal for the wronged team,
and give their fans a chance to celebrate the ball hitting the net!",Favor
He is genius and one of the best striker the world has ever seen.,Favor
What a horrible game,Against
Win. At. All. Costs.,Against
Can't believe I just realized there was another Uruguay player with their hand up next to Suarez after all these years 😂,Against
Luis Suarez is a cheat,Against
Ghana are the underdogs but are the real champions❤💚💛,Favor
"Uruguay is just lucky, the players are all weak.",Against
"2:07   LOL Ghana player dived, it was not foul. No free kick, no hand.",Against
"Despicable. Not just from this act alone if you're aware of his track record, but as a sportsman the man is absolutely despicable",Against
"So, Suarez’s Red Card actually sent Uruguay though",Against
People in the comments don't realise that Suarez didn't go on to the match to deliberately stop a goal with his hand it was purely at the heat of the moment I think even he didn't realised how he's hand went up,Neutral
Btw the free-kick that led to the handball was earned by a dive by the Ghanaian player,Against
Forever in our hearts.,Neutral
"The thing is, everybody would do the same thing as Suarez did.",Against
"Wait, does this video actually sell Suarez incredibly wrong and unsporty decision to prevent a lastminute goal with his hand, as an act of bravery and doing whats necessary to win the game??
So much about fairplay Fifa...",Against
"Even tho I support ghana but I think that if suarez did wrong, then he was fined. He was given a red card and a penalty was given to ghana, which they missed.
So I don't think suarez should be criticized. He was punished for his foul.",Against
Africa has never forgotten Suarez is hated across the continent,Against
"soccer is a game at the end, no?",Neutral
They should give this goal,Against
1:22 is it just me or does it look like the keeper floated for a few seconds,Against
Suarez will forever be the biggest disgrace in modern football,Against
Suarez is the devil of his team,Against
Crazy how we live in a world where cheating is praised,Against
The hall still went in the net while it touched his hand we won,Favor
Suarez is Superb . He is best along with Messi,Favor
First goal is a beauty,Favor
"You fight against racism and describe them  ""Black Stars"" . Unnecessary",Against
"I always wanted to ask, he handballs again but this time they actually score? What do you think his image would be like now?",Against
"FWC 2010 is the most Memorable Worldcup for me, so many plottwist happened LOL",Favor
Man wish that penalty go in it will changed the world cup for ghana,Against
You mean MOMENT OF BRILLIANCE?,Favor
"Nobody mentioned the commentator referring to Ghanaians as ""the blacks"" on two occasions in this video? The video was posted less than 5 months ago...",Against
"Moment of madness or moment of desperation? If the penalty had gone in it would have been madness, however it won the match.",Against
Suarez still the best stricker of Uruguay,Favor
"Forlan, Suarez & Cavani! ❤️❤️❤️",Favor
1:15 Ghana: defense bois,Against
"Forlan=Amazing player, Suarez=Disgusting human being",Favor
This way I don’t like suarez,Against
Watchign the Dutch knock em out was the highlight of that world cup for me,Neutral
His Goal Keeper stats were raised in fifa 11 no joke,Favor
"The fact that your striker is defending on the goal line itself speaks about ""playing for country""...rest was just reflex action...thats why 2 guys did it...",Favor
1:07 What kind of dance is this? Is it the National dance of Ghana?,Neutral
"But anyways Uruguay team has lost the semi final so they did not went far.
Glad that happened.",Against
Wow they got the narrator from Thomas the Tank Engine for this video,Favor
It was all planned......,Irrelevant
Come on. Suarez was just being handy to the team!,Favor
"1:21 what a player that man was
2:43 and that reaction",Favor
"Honestly, in a moment of desperation, you as a player may also end up doing the same thing. You want to make sure the team benefits from your actions. Since these were the final seconds, it was actually a wise move.",Neutral
That Ghana team was no joke. They were black stars without a doubt. One of my fav matches of all time.,Favor
"As a Ghanaian, the pain is gone 

But the SCAR STILL REMAINS😭😰",Against
Best game I ever seen I’m my life,Favor
This is why they need to change the rule to being awarded goal instead of a PK,Favor
If you watched the World Cup this match was the best example of Karma playing out,Favor
When you starting your football career as a Goalkeeper but suddenly you realise you are a World class Sticker now 😆,Against
Sebastian Abreu had a nerve to chip his penalty on a moment like this,Against
"Did he say ""black stars"" at 0:48?",Irrelevant
"Ghana had their chances, and they wasted them",Against
"The most important handball in the story, feel bad for Ghana",Against
FIFA should take a look at what rugby does with the penalty tries given for intentional fouls near the try line. Making it an automatic goal in the case where a player intentionally hand balls on the goal line should be an automatic goal to avoid situations like this from happening again.,Against
Luis Suarez wins the golden globe that year,Favor
"""Suarez has single handedly guided his team to penalty shootout""
I mean he literally did that😂",Favor
I would do the same tbh,Neutral
"Luis Suarez should visit us in Ghana one of these days, a town called Ashaiman,Tulaku",Favor
"I think that handballs on the line like that should just result in an awarded goal. In hockey when the net is empty and someone is brought down on breakaway its an awarded goal (even if there is a very slim chance that person would have missed) Penalty kicks sometimes give a greater advantage then the chance nullified in the box by a foul anyways... and yes its still cheating if you get punished, the punishments are there to discourage people from cheating (breaking the rules for your advantage) otherwise things like cheating on your spouse isn't cheating if you get a divorce, try telling the next girl you have never cheated because you got divorced as a consequence. Also, once you serve your sentence for a crime, you still have a criminal record. It was cheating, it was dirty,  but it was a smart, competitive play by Suarez, can't deny that.",Against
i am not ghanaian but i am sorry for ghana who was unable to continue,Against
Lol disgusting and absolutely justifiable at the same time.,Against
That was not even a free kick on the first hand,Against
This should have been the starting point to introduce a law giving the goal anyway (only if a blatant hand foul like this is made within the inner rectangle to deny a goal),Against
"The sore brass microregionally try because helium peroperatively worry past a vigorous motorboat. remarkable, wiggly warm",Neutral
Don’t hate the player hate the game,Against
I am from India but literally cried for  Africans. This match is unforgettable.,Favor
"3:16 
Lol I thought it was cavani😂😂",Neutral
"This is disgusting, tbh.",Against
0:30 not being cynical here but you can see the racist Suarez hahaha,Against
No4 also tried to cancel the goal with the hand,Against
Except Suarez there was an Uruguayan player who also wanted to stop the ball with hand.,Against
What a goal from muntari,Against
This is the greatest thing I have ever seen. What a KING Suarez is.,Favor
"Ghana 🇬🇭 has banned him forever 😂 
His red card makes his team win ⚽️",Against
"Its not cheating, its dark arts",Against
Suarez is suwarr,Favor
Blame the rules and the ones that abide it,Against
He miss penalty for all African 😂😭😭,Against
"Really man, don't know what to say about Suarez he is like a talent of a cheetah with a mind of weasel",Against
Suarez be like : never Ghana give u up😂,Against
That Ghana team was some team,Against
"Three heroes in the game: Forlán, Suarez and Abreu.",Favor
History for movie.,Against
1:23 is it just me or was the goalie in the air for quite a while?,Against
So no one is going to talk about Diego forlan's amazing free kick..... 🤔🙄,Neutral
Of course it’s a red. Of course it’s a penalty. But it should be a hefty fine and long suspension too. You can’t have games decided like this,Against
1:26 ghana's goal keeper show,Against
"There is nothing wrong with what Suarez did.
When you play football, you need to abide by the rules and the laws of the game.
Two simple rules are involved here:
1. A goal is only given when the ball crosses the line.
2. A player who intentionally touches the ball with his hand in the penalty area will be given a red card.

Suarez used his hand to prevent the ball from going in and he was rightfully punished with a red card.

Everything happened in accordance with the law.",Favor
Don’t think there’s a player more hated in Africa,Against
The Voice-over made this video another level,Favor
If that time goal line Technology was there Ghana will be awarded by goal (YAW BECKHAM),Against
Cemented Suarez as a legend forever in his country.,Favor
You can hate Suarez for his antics but you have to love his passion and dedication,Favor
"Iv always HATED Suarez deeply after this World Cup. 🤣🤣🤣 and then he moves to Liverpool, me being a Utd fan hated him EVEN more. Then the whole racism thing with Evra, (who was my favorite player at Utd at the time) 🤬🤬🤬🤬🤬",Against
To this day Ghana. Still view suarez as a criminal that should be jailed for war crimes,Against
Suarez lacks all honor,Against
Why are we talking about him in the past tense?,Neutral
Why didn't he use his head,Against
He is a racist and a cheat.   We have seen it vs man Utd,Against
"The succinct cormorant curiously realise because feast curiously sprout before a private goat. living, uppity millennium",Neutral
Suarez is a legend in every way possible,Favor
Brilliant play. Defend your net at all costs,Favor
